application_id,candidate_key,date_key,country_key,seniority_key,technology_key,code_challenge_score,technical_interview_score,is_hired
274,274,567,228,6,7,4,7,0
275,275,1162,143,5,14,2,10,0
276,276,1528,149,1,12,0,7,0
277,277,1568,63,4,18,7,1,0
278,278,69,213,5,14,5,8,0
279,279,988,173,3,13,2,8,0
280,280,694,99,4,20,6,8,0
281,281,867,13,6,21,2,2,0
282,282,244,174,2,3,6,0,0
283,283,970,88,2,11,9,8,1
284,284,1233,169,4,13,8,5,0
285,285,896,72,5,11,10,5,0
286,286,334,200,4,23,7,4,0
287,287,1,32,3,18,9,3,0
288,288,1029,144,4,17,4,5,0
289,289,1501,52,4,22,6,10,0
290,290,72,215,1,24,7,7,1
291,291,827,83,5,16,6,8,0
292,292,886,174,6,1,8,2,0
293,293,1634,157,6,21,2,8,0
294,294,1433,174,3,18,0,4,0
295,295,845,175,3,17,1,1,0
296,296,694,33,1,19,5,7,0
297,297,985,73,2,10,9,1,0
298,298,225,210,6,11,5,10,0
299,299,144,24,2,23,10,0,0
300,300,755,241,1,12,9,8,1
301,301,1423,209,4,10,5,9,0
302,302,1024,188,5,18,10,1,0
303,303,391,72,2,2,2,10,0
304,304,498,95,6,8,6,9,0
305,305,466,194,3,20,0,10,0
306,306,507,62,7,8,8,4,0
307,307,821,196,1,8,2,8,0
308,308,1163,201,3,11,9,6,0
309,309,209,163,2,5,1,6,0
310,310,1328,139,3,13,6,9,0
311,311,1553,113,1,4,9,9,1
312,312,1401,144,7,16,9,10,1
313,313,733,10,1,20,9,5,0
314,314,87,26,5,2,7,10,1
315,315,1031,189,4,23,8,4,0
316,316,70,125,2,2,3,7,0
317,317,1063,236,4,14,7,9,1
318,318,1645,159,4,24,9,6,0
319,319,712,8,7,14,3,8,0
320,320,255,127,1,19,10,4,0
321,321,1528,199,4,20,4,9,0
322,322,1086,228,4,8,3,1,0
323,323,407,67,5,12,0,1,0
324,324,354,106,1,3,4,2,0
325,325,883,153,2,7,4,10,0
326,326,342,243,1,18,1,4,0
327,327,275,212,2,19,9,10,1
328,328,325,96,6,21,10,8,1
329,329,1418,57,6,5,9,0,0
330,330,459,18,2,12,3,3,0
331,331,757,176,7,8,0,0,0
332,332,764,229,1,16,0,4,0
333,333,62,11,4,11,10,5,0
334,334,151,205,6,20,7,7,1
335,335,673,230,6,16,10,2,0
336,336,731,154,3,14,4,2,0
337,337,560,58,5,11,5,1,0
338,338,909,109,1,24,4,2,0
339,339,1543,48,1,22,6,5,0
340,340,912,234,6,16,5,2,0
341,341,556,231,5,8,10,0,0
342,342,322,181,1,8,0,7,0
343,343,502,241,3,24,0,7,0
344,344,38,193,5,5,5,5,0
345,345,551,46,1,1,6,6,0
346,346,1321,15,2,14,9,1,0
347,347,1455,176,6,14,8,10,1
348,348,1130,215,6,18,9,6,0
349,349,877,194,4,12,6,9,0
350,350,133,92,5,23,1,7,0
351,351,721,180,1,3,2,3,0
352,352,1496,244,1,8,6,9,0
353,353,355,184,3,19,4,9,0
354,354,264,85,5,20,6,0,0
355,355,317,43,7,8,3,4,0
356,356,815,8,3,6,5,0,0
357,357,1592,65,7,11,6,5,0
358,358,341,99,7,18,1,3,0
359,359,981,241,5,5,7,5,0
360,360,101,30,5,19,10,8,1
361,361,1231,82,6,8,9,7,1
362,362,460,36,5,20,0,1,0
363,363,169,56,5,17,3,3,0
364,364,814,177,6,20,2,0,0
365,365,317,28,6,18,3,8,0
366,366,853,168,5,6,4,8,0
367,367,344,206,5,24,7,10,1
368,368,204,162,3,16,5,7,0
369,369,1031,63,1,14,2,6,0
370,370,917,95,4,4,7,3,0
371,371,142,162,7,8,1,6,0
372,372,341,157,2,19,4,3,0
373,373,844,159,6,2,0,8,0
374,374,1051,135,2,12,7,10,1
375,375,1374,163,6,10,0,7,0
376,376,1091,15,4,4,5,10,0
377,377,338,90,5,14,8,4,0
378,378,1457,147,7,14,10,4,0
379,379,61,183,1,20,10,2,0
380,380,311,5,2,20,5,4,0
381,381,1607,48,7,23,1,6,0
382,382,692,134,3,13,2,0,0
383,383,1416,197,4,3,6,4,0
384,384,815,53,6,7,1,7,0
385,385,203,50,7,13,0,2,0
386,386,1424,50,6,18,6,8,0
387,387,70,116,1,17,7,1,0
388,388,674,171,7,17,6,10,0
389,389,1245,238,7,10,6,4,0
390,390,278,47,1,13,9,7,1
391,391,554,127,5,1,8,7,1
392,392,833,216,2,19,7,7,1
393,393,18,36,7,10,2,8,0
394,394,107,80,7,19,10,1,0
395,395,759,12,2,13,0,0,0
396,396,442,195,6,3,8,2,0
397,397,919,76,6,9,10,2,0
398,398,1328,205,4,19,8,6,0
399,399,1453,189,1,23,10,5,0
400,400,1158,96,3,14,8,10,1
401,401,236,33,1,15,2,2,0
402,402,1554,153,2,8,3,2,0
403,403,560,115,2,21,0,6,0
404,404,339,180,6,8,0,1,0
405,405,1051,183,5,3,6,6,0
406,406,447,183,1,4,5,2,0
407,407,1589,39,4,9,0,4,0
408,408,1643,26,4,15,5,8,0
409,409,311,11,2,11,3,6,0
410,410,1174,35,7,17,10,3,0
411,411,25,109,4,1,10,8,1
412,412,594,190,4,24,0,1,0
413,413,1179,41,1,17,8,10,1
414,414,1536,26,3,12,10,3,0
415,415,1041,121,6,7,4,10,0
416,416,1305,166,7,24,2,10,0
417,417,1015,196,7,13,10,7,1
418,418,1238,160,4,18,2,3,0
419,419,1310,131,1,23,3,10,0
420,420,1637,208,1,12,8,0,0
421,421,228,149,1,6,3,7,0
422,422,338,91,4,8,3,1,0
423,423,973,118,7,15,8,2,0
424,424,1484,11,5,3,5,3,0
425,425,1495,171,5,2,9,5,0
426,426,1175,6,5,2,10,8,1
427,427,1273,209,7,11,7,4,0
428,428,102,164,4,5,1,9,0
429,429,787,244,4,21,5,0,0
430,430,795,129,5,4,7,8,1
431,431,772,223,2,12,2,10,0
432,432,948,212,4,8,0,0,0
433,433,1418,216,5,8,10,1,0
434,434,1423,160,6,18,9,1,0
435,435,183,105,7,17,8,3,0
436,436,1177,104,6,7,2,6,0
437,437,729,122,2,20,0,10,0
438,438,183,161,1,8,3,7,0
439,439,964,101,2,24,3,6,0
440,440,1071,240,1,10,6,1,0
441,441,1210,234,7,14,1,7,0
442,442,1356,198,4,1,0,4,0
443,443,450,47,2,21,6,5,0
444,444,743,29,7,14,2,5,0
445,445,715,144,4,6,1,2,0
446,446,159,86,5,14,6,2,0
447,447,1301,188,2,16,1,4,0
448,448,1078,192,3,4,2,2,0
449,449,877,33,2,11,4,0,0
450,450,853,139,7,15,4,6,0
451,451,1446,201,2,4,4,7,0
452,452,389,206,5,13,5,10,0
453,453,439,156,2,1,7,7,1
454,454,1067,110,6,14,2,10,0
455,455,1012,16,3,3,3,9,0
456,456,166,84,5,22,10,2,0
457,457,1256,186,1,19,10,9,1
458,458,1272,114,1,8,9,4,0
459,459,195,163,4,24,4,9,0
460,460,7,105,5,15,8,7,1
461,461,340,52,4,3,0,10,0
462,462,155,78,1,22,0,3,0
463,463,400,225,7,20,1,0,0
464,464,1206,51,5,17,5,6,0
465,465,522,92,5,22,6,0,0
466,466,1507,51,5,4,8,3,0
467,467,1280,232,4,17,2,4,0
468,468,1321,234,6,23,2,9,0
469,469,252,62,4,7,8,8,1
470,470,1612,212,6,3,10,9,1
471,471,654,67,2,23,10,8,1
472,472,1420,22,6,19,4,9,0
473,473,987,93,2,2,0,10,0
474,474,970,234,2,5,10,10,1
475,475,1640,140,1,6,9,9,1
476,476,766,146,5,22,5,6,0
477,477,6,195,5,2,8,7,1
478,478,499,123,7,7,3,3,0
479,479,513,238,3,15,4,5,0
480,480,1374,162,5,24,8,1,0
481,481,1006,196,5,11,6,1,0
482,482,440,42,5,10,2,1,0
483,483,748,153,6,13,6,3,0
484,484,1053,41,1,6,5,8,0
485,485,1589,47,3,14,9,2,0
486,486,1598,128,7,2,9,10,1
487,487,93,116,2,14,8,3,0
488,488,1150,231,4,6,2,8,0
489,489,687,238,1,22,1,1,0
490,490,1136,229,5,7,2,1,0
491,491,1455,232,3,11,3,10,0
492,492,1315,46,1,19,4,9,0
493,493,472,152,4,5,1,7,0
494,494,1526,59,1,21,10,3,0
495,495,763,31,4,20,4,9,0
496,496,1352,148,1,20,7,10,1
497,497,125,144,4,23,0,4,0
498,498,1503,218,4,22,3,2,0
499,499,967,202,1,10,4,3,0
500,500,1384,186,2,13,10,5,0
501,501,1630,38,5,15,9,9,1
502,502,987,44,4,23,10,10,1
503,503,566,28,4,8,5,4,0
504,504,1200,240,2,8,0,1,0
505,505,1333,59,5,14,5,1,0
506,506,13,185,2,6,8,8,1
507,507,1467,243,6,10,4,5,0
508,508,1600,197,5,11,0,1,0
509,509,618,118,3,11,7,6,0
510,510,1626,129,5,19,8,0,0
511,511,1560,40,5,2,9,5,0
512,512,964,111,2,20,9,9,1
513,513,326,212,1,21,4,10,0
514,514,1463,57,6,15,0,6,0
515,515,1470,123,1,14,6,4,0
516,516,263,26,4,9,10,10,1
517,517,1458,164,5,15,7,5,0
518,518,690,119,6,5,4,1,0
519,519,1387,156,1,1,9,3,0
520,520,812,155,2,22,0,4,0
521,521,59,78,4,6,4,4,0
522,522,612,218,1,1,3,10,0
523,523,1633,8,5,14,2,8,0
524,524,266,166,6,19,10,6,0
525,525,552,223,3,11,5,5,0
526,526,135,173,1,20,4,7,0
527,527,922,42,7,24,2,10,0
528,528,1596,120,1,17,9,4,0
529,529,376,55,4,17,5,5,0
530,530,1053,22,6,2,7,7,1
531,531,544,131,6,20,3,10,0
532,532,707,217,1,20,9,8,1
533,533,287,107,6,1,0,10,0
534,534,563,224,4,1,1,6,0
535,535,912,233,2,21,0,4,0
536,536,1582,123,6,16,1,7,0
537,537,1311,61,2,9,7,0,0
538,538,798,189,3,5,1,3,0
539,539,1461,162,6,24,1,5,0
540,540,1397,239,6,4,9,4,0
541,541,1210,24,4,5,9,8,1
542,542,1608,88,6,18,10,1,0
543,543,1312,26,2,6,4,3,0
544,544,690,125,3,5,6,8,0
545,545,720,174,3,3,1,3,0
546,546,1259,150,2,6,9,0,0
547,547,953,124,2,15,3,3,0
548,548,886,68,5,9,0,1,0
549,549,244,80,4,24,4,4,0
550,550,623,239,1,22,1,10,0
551,551,518,93,6,13,1,7,0
552,552,673,37,7,6,6,2,0
553,553,398,63,1,20,5,3,0
554,554,1602,199,6,16,0,10,0
555,555,812,103,6,22,10,3,0
556,556,915,31,1,13,2,7,0
557,557,179,223,6,24,7,10,1
558,558,1341,146,2,23,4,0,0
559,559,845,66,4,9,8,9,1
560,560,1076,156,2,18,8,8,1
561,561,1022,210,2,5,3,8,0
562,562,296,100,4,19,6,2,0
563,563,1177,53,1,1,9,2,0
564,564,1573,89,7,9,8,8,1
565,565,440,16,3,4,3,4,0
566,566,1464,197,2,19,2,10,0
567,567,1537,186,3,11,9,1,0
568,568,1290,13,4,14,10,8,1
569,569,865,76,4,19,7,8,1
570,570,837,224,2,9,7,4,0
571,571,26,118,7,12,2,6,0
572,572,1261,94,7,22,3,3,0
573,573,1004,53,4,16,1,7,0
574,574,1235,135,2,1,3,10,0
575,575,1467,88,1,17,7,2,0
576,576,1226,35,4,22,10,3,0
577,577,914,189,4,14,7,4,0
578,578,968,184,6,6,5,5,0
579,579,770,102,5,2,9,0,0
580,580,960,194,7,19,1,0,0
581,581,921,170,5,24,0,9,0
582,582,225,67,3,9,0,4,0
583,583,267,130,2,15,0,6,0
584,584,87,220,6,5,9,2,0
585,585,1600,109,7,16,4,1,0
586,586,1142,221,3,2,6,6,0
587,587,922,164,7,18,5,4,0
588,588,777,220,3,23,6,4,0
589,589,396,137,6,2,2,4,0
590,590,163,49,7,22,9,1,0
591,591,70,41,7,5,0,8,0
592,592,380,65,6,17,2,6,0
593,593,429,109,2,1,8,1,0
594,594,1467,2,5,14,1,8,0
595,595,817,21,6,4,10,2,0
596,596,318,235,6,2,8,6,0
597,597,378,151,7,19,10,10,1
598,598,192,1,4,2,0,6,0
599,599,102,214,5,14,8,8,1
600,600,475,58,5,24,2,4,0
601,601,1147,114,6,2,9,9,1
602,602,1151,163,3,8,10,3,0
603,603,176,237,3,12,6,10,0
604,604,209,165,3,13,2,3,0
605,605,1594,151,2,2,8,9,1
606,606,894,174,4,5,7,2,0
607,607,903,233,5,8,8,5,0
608,608,1204,217,5,6,10,3,0
609,609,343,19,2,10,0,1,0
610,610,1509,90,1,6,2,1,0
611,611,1204,194,2,14,3,8,0
612,612,1325,38,1,21,10,5,0
613,613,361,185,6,11,7,9,1
614,614,128,156,7,23,10,8,1
615,615,1398,89,7,14,7,7,1
616,616,1344,215,4,11,5,10,0
617,617,352,39,7,24,4,5,0
618,618,1103,183,2,1,10,9,1
619,619,886,195,1,10,5,6,0
620,620,1356,68,7,2,9,0,0
621,621,1077,232,1,20,8,3,0
622,622,640,173,1,2,1,6,0
623,623,354,47,3,14,7,5,0
624,624,138,231,2,2,3,8,0
625,625,185,149,4,9,6,1,0
626,626,208,5,5,16,0,9,0
627,627,1447,132,1,5,2,3,0
628,628,553,199,1,15,2,8,0
629,629,1230,121,5,19,1,6,0
630,630,1199,29,1,1,0,7,0
631,631,1549,119,7,22,5,5,0
632,632,495,57,1,14,5,0,0
633,633,1155,186,2,14,7,5,0
634,634,907,20,2,2,10,6,0
635,635,1633,215,4,21,5,5,0
636,636,1152,142,7,6,6,7,0
637,637,1342,74,4,18,2,2,0
638,638,37,38,2,4,4,10,0
639,639,237,203,2,14,1,7,0
640,640,666,209,6,3,2,8,0
641,641,693,96,1,5,3,2,0
642,642,914,82,3,14,5,9,0
643,643,466,26,4,13,3,6,0
644,644,706,116,3,7,10,10,1
645,645,1473,128,4,21,2,7,0
646,646,228,204,4,8,6,7,0
647,647,959,68,6,10,4,6,0
648,648,915,96,1,2,3,3,0
649,649,610,5,2,9,1,10,0
650,650,934,7,3,8,0,4,0
651,651,1442,188,7,16,4,9,0
652,652,1345,183,1,14,5,10,0
653,653,152,36,7,24,4,7,0
654,654,580,7,3,4,8,2,0
655,655,279,119,5,12,5,6,0
656,656,989,55,4,12,3,0,0
657,657,351,19,6,12,4,5,0
658,658,350,99,3,15,4,1,0
659,659,305,232,4,8,9,3,0
660,660,534,143,2,9,9,4,0
661,661,1425,133,3,10,0,0,0
662,662,1452,120,4,14,8,3,0
663,663,715,104,5,4,7,3,0
664,664,1338,213,5,8,5,8,0
665,665,549,118,4,23,8,3,0
666,666,1044,26,7,16,9,0,0
667,667,659,45,2,10,1,1,0
668,668,1407,68,1,6,10,10,1
669,669,527,236,2,2,2,5,0
670,670,1304,217,6,22,9,2,0
671,671,175,2,1,24,1,3,0
672,672,1376,6,3,8,5,10,0
673,673,653,45,1,12,7,2,0
674,674,350,166,6,4,5,6,0
675,675,784,226,5,2,0,1,0
676,676,1591,183,1,19,1,5,0
677,677,561,223,1,14,8,6,0
678,678,1460,120,1,16,7,6,0
679,679,971,29,7,21,8,8,1
680,680,1058,79,1,3,7,8,1
681,681,643,20,4,24,2,4,0
682,682,492,52,3,11,3,4,0
683,683,216,166,1,23,5,7,0
684,684,1132,169,3,12,1,0,0
685,685,1334,197,6,8,6,8,0
686,686,729,67,4,17,2,6,0
687,687,1143,59,2,6,3,10,0
688,688,157,217,1,13,1,2,0
689,689,1155,51,4,9,4,8,0
690,690,1170,79,4,2,1,4,0
691,691,47,24,6,14,9,8,1
692,692,117,135,2,1,3,9,0
693,693,1120,171,2,14,5,4,0
694,694,1112,240,7,17,0,8,0
695,695,49,218,7,11,7,7,1
696,696,1157,195,6,17,7,5,0
697,697,1346,95,1,13,3,1,0
698,698,564,91,1,14,7,9,1
699,699,1228,169,6,2,8,3,0
700,700,762,243,6,8,2,10,0
701,701,1626,24,2,17,5,0,0
702,702,1072,137,5,12,10,10,1
703,703,1283,121,4,14,7,9,1
704,704,278,68,7,11,9,8,1
705,705,246,175,7,1,1,6,0
706,706,628,136,3,21,10,9,1
707,707,1561,57,7,14,9,4,0
708,708,241,202,3,15,2,9,0
709,709,585,170,6,14,0,1,0
710,710,588,29,2,20,8,1,0
711,711,1246,60,1,5,0,5,0
712,712,574,93,3,20,2,0,0
713,713,783,221,6,8,8,6,0
714,714,1219,184,3,9,3,6,0
715,715,1328,220,2,3,6,6,0
716,716,717,24,4,4,1,6,0
717,717,267,19,1,22,4,3,0
718,718,797,224,5,15,3,2,0
719,719,879,110,5,19,0,8,0
720,720,615,149,2,22,8,9,1
721,721,1162,157,2,24,0,10,0
722,722,1336,27,5,20,3,5,0
723,723,1519,229,5,16,5,2,0
724,724,235,133,2,21,10,9,1
725,725,690,51,5,8,5,10,0
726,726,63,156,7,14,6,9,0
727,727,729,19,1,7,1,2,0
728,728,227,117,4,8,9,0,0
729,729,1037,147,6,7,5,6,0
730,730,453,106,1,1,10,9,1
731,731,1495,189,7,3,9,0,0
732,732,786,56,7,24,5,6,0
733,733,666,89,6,22,7,7,1
734,734,628,193,2,1,9,0,0
735,735,4,54,5,5,7,8,1
736,736,1519,34,4,5,9,7,1
737,737,1615,35,3,11,0,10,0
738,738,1351,229,3,14,9,7,1
739,739,384,112,1,14,6,0,0
740,740,347,140,2,2,8,3,0
741,741,870,14,3,6,10,8,1
742,742,630,146,1,23,6,4,0
743,743,1199,59,3,18,4,5,0
744,744,46,119,3,6,10,0,0
745,745,181,90,2,16,1,2,0
746,746,189,133,5,1,8,6,0
747,747,636,158,6,8,4,5,0
748,748,1219,193,2,14,8,6,0
749,749,1555,132,5,4,8,5,0
750,750,110,52,7,13,10,10,1
751,751,472,31,7,23,1,3,0
752,752,1152,3,7,23,0,2,0
753,753,861,192,5,20,2,4,0
754,754,315,59,3,8,2,9,0
755,755,1069,205,2,6,8,1,0
